gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,charges_per_month_ratio,avg_monthly_spend,tenure_group,num_services,has_streaming,has_support,is_month_to_month,auto_payment,risk_score
1,0,0,0,0.3477143300849545,1,1,0.8214394878881845,0.636603448659548,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,-0.10251642615834453,0.9722077324551014,4,3,1,1,0,0,-0.7446053693125387
0,0,0,0,-0.2637016062163992,1,1,-0.33598102627867815,-0.3881711316175528,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,-0.09460390349745075,-0.22964962541474113,3,2,0,0,1,1,0.27030725167526926
0,0,1,0,0.021625830724232544,1,1,-0.3692402364558869,-0.18946761182212649,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,-0.09991432139066804,-0.14714520070019516,3,2,0,1,0,1,-0.875561836536772
1,0,1,1,1.4482630154273912,1,0,1.3602386927589656,2.221621367720423,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,-0.10761442733583312,1.5394514442117004,6,5,1,1,0,1,-1.2438134527041413
0,1,1,0,1.3259798281671205,1,1,1.3635646137766861,1.958242146321956,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,-0.10692407300971488,1.4011842337724967,6,5,1,1,0,1,-1.2433058694978458
1,0,0,0,0.918369203966218,1,1,-0.021681490104055855,0.5914054566456906,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,-0.10586198943107142,0.18517493198651172,5,3,1,1,0,0,-0.8316558891922132
1,0,0,0,-0.5082679807369407,1,1,0.7931691592375573,-0.23175387375017178,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,-0.08855002709918304,0.8109063582662488,2,3,1,0,1,0,0.5766337166745903
1,0,0,0,-0.5490290431570309,1,1,0.7599099490603486,-0.24741545224204042,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,-0.08828450620452218,0.8901290778653178,2,2,1,1,0,1,-0.7826741097846995
0,0,0,0,0.5107585797653155,1,1,0.8131246853438823,0.8406010231564509,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,-0.10395023898951318,1.0485221145865624,4,3,1,0,1,1,0.14265007529195656
0,0,1,1,1.5297851402675717,1,1,-1.4867496984100992,-0.38627409534952367,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,-0.10766753151476528,-1.2852745963575158,6,0,0,0,0,1,-0.6819188433350473
0,0,0,0,-1.2419671042985652,1,1,0.49549922815153935,-0.9362822617104432,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.14064760917207533,-0.14037218056166623,1,1,1,0,1,0,0.8981876778627756
0,0,0,0,-0.22294054379630893,1,1,0.987735538774228,0.1931601917271038,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,-0.09683427901260201,1.2507105213718341,3,3,1,0,1,0,0.4860301143508476
0,0,1,0,-0.8343564800976626,1,1,-1.4900756194278202,-0.892143080636881,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,-0.07516777400827546,-1.2697536377325214,1,0,0,0,0,0,0.018292189749564626
1,0,0,1,1.6113072651077522,0,0,0.07809614042757024,1.0521646841642147,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,-0.10761442733583312,0.15971715368052272,6,6,1,1,0,1,-1.280105651954268
1,0,0,0,-0.8343564800976626,1,0,0.987735538774228,-0.491118437000019,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,-0.07251256506166681,1.020336132327288,1,3,1,0,1,0,0.6728207342675835
0,1,0,0,-1.1196839170382944,1,1,0.13962567925540614,-0.8683418930414918,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.0005032984296403143,-0.19768738966430421,1,0,0,0,1,0,0.8332170274569543
1,1,1,0,1.570546202687662,1,1,1.4184423105690807,2.3941413753047964,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,-0.10787994823049399,1.572510856822102,6,6,1,1,1,0,-0.26493923936331215
1,1,0,0,0.10314795556441304,1,1,0.2709995594553806,0.08138946184217648,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,-0.099595696317075,0.3120085769984405,3,4,1,1,0,0,-0.6941008402861388
1,0,1,1,1.5297851402675717,1,0,1.6595715843538439,2.45094217053939,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,-0.10750821897796876,1.681321324937356,6,7,1,1,0,1,-1.316144059601247
0,0,0,0,-0.05989629411594795,1,1,0.37244015049586704,-0.026013672914032494,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.09715290408619505,0.3438758332595072,3,1,0,0,1,0,0.5583607212479531
1,0,1,1,0.7960860167059473,1,1,1.044276196075483,1.1926997779271655,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,-0.10501232256815664,1.1474972928198033,5,4,1,1,0,0,-0.8671867136328966
1,1,0,0,0.18467008040459354,1,1,1.2055833654349448,0.6429121971788079,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,-0.10092330079037932,1.2906837857774167,4,4,1,0,1,0,0.3624336036178985
1,0,0,0,1.4890240778474815,1,1,1.3253165220728964,2.1765557270741027,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,-0.10756132315690094,1.4420057632727987,6,5,1,1,0,0,-0.9900218495564023
1,1,1,0,-0.1006573565360382,1,0,0.43396968932370344,0.028537149072433765,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.09768394587551678,0.5480620844763567,3,1,0,0,1,0,0.5581069296448053
0,0,0,0,0.021625830724232544,1,1,0.8580246190831143,0.3100705663847148,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-0.09917086288561762,0.9435763291422292,3,3,1,1,1,0,0.10381996001035254
1,1,1,0,0.8776081415461278,1,1,1.5165569805918464,1.6724734852484937,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,-0.10559646853641055,1.6829458017210648,5,6,1,1,0,0,-0.9402786953394455
0,0,0,0,1.081413453646579,1,0,0.12798495569338328,0.7871310706715361,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,-0.1062868228625288,0.28591869381491974,5,4,1,1,0,0,-0.8682018800454877
1,1,0,0,0.918369203966218,0,1,-0.6652472070330443,0.08483059739813643,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,-0.10564957271534271,-0.4863759100272772,5,3,1,1,1,0,-0.07002728814584852
1,1,1,0,1.4890240778474815,0,1,-1.1657983202000353,-0.06726318246303864,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,-0.1078268440515618,-0.9376529404178077,6,1,0,0,0,1,-0.7182110425851739
0,0,0,0,1.3667408905872107,1,1,0.7998210012729992,1.6382165396176884,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,-0.10740201062010442,0.9967746686538951,6,3,1,0,0,0,-0.5364962547313928
1,0,1,1,0.18467008040459354,1,1,-0.20294418556984337,-0.036910602174572205,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,-0.10108261332717584,-0.03743406501332839,4,3,0,1,0,0,-0.7435902028999478
1,1,1,0,-0.9566396673579334,1,0,-1.4967274614632617,-0.928054418361898,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,-0.05801512421318359,-1.3364030380318745,1,0,0,0,0,1,-0.2233174164470829
1,0,1,1,1.4890240778474815,1,0,0.7333025809185817,1.723803757291562,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,-0.1078268440515618,0.9618418674945384,6,6,1,1,0,0,-1.026314048806529
1,0,0,0,-0.9158786049378431,1,1,-0.17301089641035558,-0.726968573950807,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,-0.06576833433728084,-0.03382811957207114,1,2,1,0,1,0,0.7139349739775172
1,0,0,1,0.30695326766486425,1,1,-0.3193514211900738,-0.0651014434599358,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.10156055093756541,-0.22741596983714102,4,2,0,1,1,0,0.05382301419024811
1,0,0,1,-0.7935954176775724,1,0,0.051488772285803376,-0.6419107617470811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,-0.0729373984931242,0.009544755521999458,2,2,1,0,1,1,0.3703011433154784
0,0,0,0,-1.0789228546182041,1,1,0.8397320534856492,-0.7788723685865352,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,-0.023656720444067716,0.5028059953689138,1,3,1,0,1,0,0.7078439755019712
0,0,1,1,1.4890240778474815,1,0,-1.4867496984100992,-0.41878841464109323,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,-0.1072426980833079,-1.310460536814618,6,0,0,0,0,0,-0.4276196569810128
0,1,1,0,1.3667408905872107,1,1,1.4383978366754058,2.1596147520293774,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,-0.10729580226224009,1.5744988757892622,6,6,1,1,0,1,-1.2798518603511204
1,0,0,0,-0.8751175425177529,1,0,-0.3692402364558869,-0.7406228233683658,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-0.06837043910495731,-0.27683478070283857,1,2,0,0,1,0,0.7119046411523352
1,0,1,1,0.5515196421854057,1,0,-0.2644737243976795,0.12058752519436036,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,-0.10347230137912362,-0.15226426766176224,4,3,0,1,0,0,-0.745366744121982
0,0,0,0,-1.0789228546182041,1,0,0.8131246853438823,-0.7540344286121069,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,-0.033321681009723186,0.7662234212498322,1,2,1,0,1,0,0.7370300098639614
0,0,1,1,0.9591302663863083,1,1,1.4882866519412188,1.617437374914392,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,-0.1054902601785462,1.4842781863520982,5,6,1,1,1,0,-0.17865009429308082
1,0,1,1,1.5297851402675717,1,0,-1.3204536475240558,-0.21909225958913991,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,-0.1078268440515618,-1.1104697589040817,6,1,0,0,0,1,-0.7182110425851739
0,0,1,1,0.021625830724232544,1,1,0.4755437020452143,0.1079259110333286,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,-0.09863982109629589,0.5022000917298287,3,5,1,1,0,0,-0.7296316647268222
0,0,1,1,1.6113072651077522,1,0,0.06312949584782623,1.091252454710118,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,-0.1078268440515618,0.19946770755930643,6,4,0,1,0,1,-1.2075212534540147
0,0,1,0,-1.201206041878475,1,1,1.0093540253894138,-0.8796579349658983,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0.056796110638174295,0.46157507151787913,1,3,1,0,1,0,0.7654546694165081
0,0,0,1,-0.5490290431570309,1,0,-0.53387332683307,-0.5881319894045799,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-0.08812519366772564,-0.3745719504194628,2,1,0,1,1,0,0.268784502056383
0,1,0,0,-1.1196839170382944,0,0,-0.6369768783824168,-0.9215030256688206,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0.006665765726203038,-0.8554465547905954,1,2,1,0,1,0,0.7657084610196558
0,0,1,0,1.570546202687662,1,1,0.5270954778198876,1.5080489696451294,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,-0.10777373987262964,0.6588802224876059,6,5,1,1,0,1,-1.2438134527041413
1,0,1,0,-0.9974007297780236,1,1,0.32088837472119364,-0.7397845980406319,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.05047433080481504,0.28321669110008124,1,1,0,1,1,0,0.380452807441388
1,0,0,0,-1.2827281667186554,1,0,-1.4734460143392158,-0.9997888595669076,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0.3911400211951351,-1.599725484423423,1,0,0,0,1,1,0.8601189373906147
0,0,0,0,-1.2827281667186554,1,1,0.4921733071338186,-0.9737156401621347,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.40919544203207386,-0.6319172392903072,1,1,1,0,1,0,1.0905617130487617
0,0,0,0,1.1629355784867594,1,1,1.6712123079158667,2.0765422103387046,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,1,-0.10649923957825749,1.7581531815281435,6,7,1,1,0,0,-1.0615910816440648
0,0,1,1,1.570546202687662,0,0,-0.171347935901495,0.8099396230103982,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,-0.10756132315690094,-0.06092675043579829,6,5,1,1,0,0,-0.9900218495564023
0,0,1,0,1.4482630154273912,1,0,0.7183359363388377,1.5335927835797543,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,-0.10729580226224009,0.7991944046804753,6,3,0,0,0,1,-0.7902878578791317
1,0,0,0,0.5515196421854057,0,0,-1.0360874005089211,-0.33039975968768814,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,-0.10363161391592014,-0.8646104379374058,4,2,0,1,0,1,-0.9628661480195944
1,0,0,0,0.021625830724232544,1,0,0.5071399517135622,0.1396461221196767,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.09890534199095675,0.5714597904094564,3,2,0,1,0,0,-0.6212626501827375
0,0,1,1,0.8368470791260375,1,1,1.3036980354577106,1.4468805792818167,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,-0.10533094764174969,1.4398310604817042,5,6,1,1,0,0,-0.9400249037362978
0,1,1,0,0.7145638918657667,1,0,1.4600163232905916,1.3875430495027652,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,-0.10464059331563144,1.5520476895950577,5,6,1,1,1,0,-0.1781425110867854
0,0,0,0,0.9998913288063985,0,1,-0.7899692451975768,-0.012580009109035385,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,-0.10559646853641055,-0.6610562915980884,5,3,0,1,0,1,-1.0851937007368044
0,0,1,1,0.8776081415461278,1,1,-1.4800978563746574,-0.5269415404800115,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,-0.10538405182068185,-1.2857724198880072,5,0,0,0,0,0,-0.341838095117077
0,1,1,0,1.1221745160666692,1,1,1.365227574285547,1.8151923765758036,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,-0.10649923957825749,1.5006506852266177,5,5,1,0,1,0,0.23756813486921088
0,1,1,0,-0.1821794813762187,1,1,1.2122352074703868,0.23180679104788385,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,-0.09614392468648376,1.2397485782366036,3,4,1,1,1,1,-0.18397971795918344
0,0,1,1,-1.2827281667186554,1,1,0.5054769912047018,-0.9735391716720855,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.40924854621100604,-0.6253669296785772,1,1,1,0,1,0,1.0905617130487617
1,0,1,1,-0.14141841895612844,1,1,0.8097987643261616,0.18157944706762347,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,-0.09773705005444895,1.0095903494092444,3,3,1,0,1,0,0.4855225311445519
0,0,1,1,-0.9158786049378431,1,1,0.021555483126315358,-0.7366963994647705,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,-0.05897099943396271,-0.09948187281044137,1,3,1,1,1,0,0.3017774104655891
1,0,0,1,0.429236454925135,0,1,-0.8115877318127624,-0.1649605502665405,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,-0.10405644734737753,-0.5124101155790982,4,3,0,1,1,0,0.015754273718087235
1,1,1,0,-0.7935954176775724,1,0,0.18618857350349852,-0.6342564409911959,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.07123806476729466,0.05013374903108475,2,0,0,0,1,0,0.6979461029792093
0,0,1,0,0.429236454925135,1,1,0.46390297848319095,0.5177298620501395,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,-0.10315367630553059,0.6394389035599908,4,5,1,1,0,0,-0.8174435594159398
1,0,1,1,-0.5490290431570309,1,1,0.6252101478426535,-0.36220820501906076,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-0.08499204711072746,0.4640314376222775,2,2,1,0,1,0,0.6154638319561943
1,0,1,1,-1.2827281667186554,1,1,0.8397320534856492,-0.9691054008595988,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0.4099389005371243,-0.4607904006838596,1,2,1,0,1,0,1.0547770970049306
0,0,0,0,1.4890240778474815,1,1,0.5852990956300029,1.441983578682951,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,-0.10740201062010442,0.6629610653757138,6,5,1,1,0,1,-1.2435596611009936
0,0,1,0,1.1629355784867594,1,0,-1.4834237773923784,-0.44468516555581694,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,-0.10687096883078269,-1.2607207607779456,6,0,0,0,0,1,-0.681157468525604
1,0,1,0,0.429236454925135,1,0,0.04649989075922188,0.2737842331183431,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.10315367630553059,0.22784692395212697,4,4,0,1,1,0,-0.020030342325743963
0,0,1,0,-1.0789228546182041,1,0,-1.5083681850252848,-0.9443115780076827,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,-0.04495149619586906,-1.2517402863002638,1,0,0,0,1,0,0.8012392854603393
1,0,0,0,-1.2827281667186554,1,0,-0.45238826189890863,-0.9862449029556297,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.4056374620436183,-1.0969892217231412,1,1,0,1,1,0,0.7073363922956758
1,0,1,0,0.9591302663863083,1,0,0.8264283694147659,1.1762440912300753,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,-0.10564957271534271,0.9096621011274969,5,2,1,0,1,0,0.3469523158258864
0,0,1,0,1.5297851402675717,0,0,-0.010040766542033001,0.9785773238136881,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,-0.10766753151476528,0.14181515751166454,6,6,1,1,0,0,-1.026314048806529
1,0,0,0,-1.2827281667186554,1,1,-0.6403027994001377,-0.988737520377575,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.40436296174924613,-1.189512344988828,1,0,0,0,1,0,1.1233008298548202
1,0,1,1,0.6738028294456765,1,1,0.9578022496147405,0.9853051849968147,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,-0.10426886406310623,1.0245905584201067,5,4,1,0,0,0,-0.4859917257049928
0,0,0,0,-1.0789228546182041,1,1,-0.5056029981824426,-0.8909078012065363,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.01701869807754609,-0.6853710408768303,1,1,0,1,1,0,0.4043092181372756
0,0,1,1,-0.019135231695857704,1,0,0.29095508556170563,0.013272624683175915,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,-0.09837430020163503,0.3631599447564407,3,5,1,1,0,0,-0.7296316647268222
0,1,1,0,1.6113072651077522,1,1,1.4932755334678003,2.5537571245543194,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,-0.10803926076729051,1.6867679073795097,6,6,1,1,0,0,-1.0265678404096767
1,0,0,1,0.18467008040459354,1,0,-0.11314431809137979,0.006875641918891539,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,-0.10108261332717584,0.04810970336106023,4,3,0,1,0,1,-0.9973818060476867
0,0,1,0,1.4890240778474815,1,1,1.3818571793741514,2.190474679226735,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,-0.1074551147990366,1.4567668859828322,6,5,1,1,0,1,-1.2435596611009936
0,0,1,0,-0.2637016062163992,1,0,0.5670065300325382,-0.09185847826364926,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,-0.09433838260278989,0.5850746089374373,3,5,1,1,1,0,0.03478864395416753
0,0,1,1,1.0406523912264887,1,1,1.3419461271615007,1.7376124166379134,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,-0.1062868228625288,1.519541778146847,5,5,1,0,0,1,-0.7775982777217447
1,0,0,0,-0.34522373105657966,1,0,-0.34096990780525943,-0.46080997383406475,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,-0.0919486945508421,-0.30882321769172233,2,2,0,1,0,0,-0.5316742142715857
1,0,1,1,-1.1196839170382944,1,0,-1.4734460143392158,-0.9649804499046982,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,-0.006610279006840193,-1.3933907316539265,1,0,0,0,0,0,0.06752776076022592
1,0,1,1,-0.712073292837392,1,1,-1.4917385799366805,-0.881775556846489,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,-0.07851333728100235,-1.3466182458713678,2,0,0,0,1,0,0.6926164793131069
0,0,1,1,-0.1006573565360382,1,0,-1.501716342989843,-0.7444830715881926,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,-0.0978432584123133,-1.3031405658235096,3,0,0,0,0,0,-0.16722947215143255
0,0,1,0,0.918369203966218,1,1,0.03984804872378005,0.5185239702553608,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,-0.10511853092602098,0.0885578652134933,5,4,0,1,0,1,-1.1209783167806355
0,0,1,0,-0.3044626686364894,0,1,-1.0261096374557588,-0.632535873213216,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.0941259658870612,-0.8617446774822739,3,1,1,0,1,0,0.5606448456762828
1,1,1,0,-0.9158786049378431,1,1,0.9195541579109503,-0.5967568868557358,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,-0.06274139613814698,0.8449548676280214,1,4,1,1,1,0,0.2629472951839848
1,0,1,1,0.46999751734522527,0,1,-0.3592624734027243,0.03901496566910645,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,-0.10320678048446276,-0.20754888078476377,4,5,1,1,0,1,-1.0714889541668264
0,0,0,0,0.592280704605496,1,1,-0.19795530404326211,0.2321817865892386,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,-0.10416265570524187,-0.01683661643924318,4,3,0,1,0,0,-0.7458743273282775
0,0,1,1,-0.7935954176775724,1,0,0.781528435675534,-0.4693907541627083,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,-0.07692021191303715,0.9243675462058308,2,2,1,0,1,0,0.6213010388285922
0,0,1,1,0.6738028294456765,1,1,1.4334089551488247,1.3263526005781967,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,-0.10442817659990274,1.5309622429548986,5,6,1,1,0,0,-0.9392635289268545
0,0,1,0,1.2852187657470302,1,1,1.0658946826906688,1.77685459711261,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,-0.10713648972544355,1.2453621935738564,6,4,1,1,0,0,-0.9532220670999801
1,0,0,0,-1.2827281667186554,1,0,-1.5216718690961684,-1.000428557843336,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0.3893344791114412,-1.6234703567659443,1,0,0,0,1,0,1.112641582522615
1,0,0,0,-0.5082679807369407,1,0,-0.4939622746204195,-0.5663381308835008,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-0.0888155479938439,-0.37189287378826513,2,1,0,1,1,0,0.2682769188500873
0,0,1,0,0.18467008040459354,0,0,-0.6469546414355796,-0.30602504949963905,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,-0.10012673810639673,-0.563181565379618,4,3,1,1,0,0,-0.7428288280905047
1,0,1,1,-0.1006573565360382,1,0,0.6850767261616291,0.09846278825443884,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,-0.09720600826512722,0.7155174745454296,3,2,1,0,1,0,0.5220685219978265
0,0,0,0,0.22543114282468377,1,0,0.640176792422397,0.397444527520337,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,-0.10124192586397236,0.7406870392285024,4,6,1,1,0,0,-0.8524668006503278
0,1,0,0,-1.2827281667186554,1,1,0.3192254142123333,-0.9760097305327747,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.4087175044216843,-0.7170712642427979,1,1,0,0,1,0,1.090307921445614
0,0,0,0,0.18467008040459354,1,1,-0.0033889245065911663,0.025779828915414638,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,-0.1006046757167863,0.08504034895199432,4,2,1,0,1,0,0.43501800211815206
0,0,1,0,0.7960860167059473,0,0,0.04649989075922188,0.46028936853911684,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,-0.1046936974945636,0.12160090204986547,5,6,1,1,0,1,-1.1933089236777412
1,0,0,1,1.570546202687662,1,1,0.4007104791464947,1.4276013967439392,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,-0.10787994823049399,0.5759336518742681,6,5,1,1,0,1,-1.2438134527041413
